Title,Efficiency,tandem,Year,reference
Efficient Narrow-Bandgap Mixed Tin-Lead Perovskite Solar Cells via Natural Tin Oxide Doping,26.01,tandem,2023,"Efficient Narrow-Bandgap Mixed Tin-Lead Perovskite Solar Cells via Natural Tin Oxide Doping. Huang, LS; Cui, HS; Zhang, WJ; Pu, DX; Zeng, GJ; Liu, YJ; Zhou, S; Wang, C; Zhou, J; Wang, C; Guan, HL; Shen, WC; Li, G; Wang, T; Zheng, WW; Fang, GJ; Ke, WJ. 2023. ADVANCED MATERIALS."
Stable and Efficient Large-Area 4T Si/perovskite Tandem Photovoltaics with Sputtered Transparent Contact,26,tandem,2023,"Stable and Efficient Large-Area 4T Si/perovskite Tandem Photovoltaics with Sputtered Transparent Contact. Singha, A; Paul, A; Koul, S; Sharma, V; Mallick, S; Balasubramaniam, KR; Kabra, D. 2023. SOLAR RRL."
Steric Engineering Enables Efficient and Photostable Wide-Bandgap Perovskites for All-Perovskite Tandem Solar Cells,26,tandem,2022,"Steric Engineering Enables Efficient and Photostable Wide-Bandgap Perovskites for All-Perovskite Tandem Solar Cells. Wen, J; Zhao, YC; Liu, Z; Gao, H; Lin, RX; Wan, SS; Ji, CL; Xiao, K; Gao, Y; Tian, YX; Xie, J; Brabec, CJ; Tan, HR. 2022. ADVANCED MATERIALS."
Toward efficient and industrially compatible fully textured perovskite silicon tandem solar cells: Controlled process parameters for reliable perovskite formation,26,tandem,2025,"Toward efficient and industrially compatible fully textured perovskite silicon tandem solar cells: Controlled process parameters for reliable perovskite formation. Er-raji, O; Bett, AJ; Lange, S; Nagel, H; Bivour, M; Schultz-Wittmann, O; Hagendorf, C; Hermle, M; Borchert, J; Glunz, SW; Schulze, PSC. 2025. PROGRESS IN PHOTOVOLTAICS."
Blade-Coated Perovskites on Textured Silicon for 26%-Efficient Monolithic Perovskite/Silicon Tandem Solar Cells,26,tandem,2020,"Blade-Coated Perovskites on Textured Silicon for 26%-Efficient Monolithic Perovskite/Silicon Tandem Solar Cells. Chen, B; Yu, ZSJ; Manzoor, S; Wang, S; Weigand, W; Yu, ZH; Yang, G; Ni, ZY; Dai, XZ; Holman, ZC; Huang, JS. 2020. JOULE."
Boosting Carrier Transport in Quasi-2D/3D Perovskite Heterojunction for High-Performance Perovskite/Organic Tandems,25.92,tandem,2024,"Boosting Carrier Transport in Quasi-2D/3D Perovskite Heterojunction for High-Performance Perovskite/Organic Tandems. Kang, SQ; Wang, ZY; Chen, WJ; Zhang, ZC; Cao, JL; Zheng, JL; Jiang, XX; Xu, JC; Yuan, JX; Zhu, J; Chen, HY; Chen, XN; Li, YW; Li, YF. 2024. ADVANCED MATERIALS."
Solution-Processed Ternary Tin (II) Alloy as Hole-Transport Layer of Sn-Pb Perovskite Solar Cells for Enhanced Efficiency and Stability,25.9,tandem,2022,"Solution-Processed Ternary Tin (II) Alloy as Hole-Transport Layer of Sn-Pb Perovskite Solar Cells for Enhanced Efficiency and Stability. Yu, ZH; Wang, JT; Chen, B; Uddin, MA; Ni, ZY; Yang, G; Huang, JS. 2022. ADVANCED MATERIALS."
Suppression of phase segregation in wide-bandgap perovskites with thiocyanate ions for perovskite/organic tandems with 25.06% efficiency,25.82,tandem,2024,"Suppression of phase segregation in wide-bandgap perovskites with thiocyanate ions for perovskite/organic tandems with 25.06% efficiency. Zhang, ZC; Chen, WJ; Jiang, XX; Cao, JL; Yang, HD; Chen, HY; Yang, F; Shen, YX; Yang, HY; Cheng, QR; Chen, XN; Tang, XH; Kang, SQ; Ou, XM; Brabec, CJ; Li, YW; Li, YF. 2024. NATURE ENERGY."
Multi-Functional Silole Hole Transport Layer for Efficient and Stable Lead-Tin Perovskite and Tandem Solar Cells,25.8,tandem,2024,"Multi-Functional Silole Hole Transport Layer for Efficient and Stable Lead-Tin Perovskite and Tandem Solar Cells. Cai, YJ; Maxwell, A; Li, CW; Jung, ED; Zeng, LW; Kumral, B; Serles, P; Tan, ZA; Yu, RN; Boccia, S; Chen, MX; Jiang, C; Chen, DC; Liu, YJ; Wang, ZW; Grater, L. 2024. ADVANCED MATERIALS."
2D/3D Heterostructure for Semitransparent Perovskite Solar Cells with Engineered Bandgap Enables Efficiencies Exceeding 25% in Four-Terminal Tandems with Silicon and CIGS,25.7,tandem,2020,"2D/3D Heterostructure for Semitransparent Perovskite Solar Cells with Engineered Bandgap Enables Efficiencies Exceeding 25% in Four-Terminal Tandems with Silicon and CIGS. Gharibzadeh, S; Hossain, IM; Fassl, P; Nejand, BA; Abzieher, T; Schultes, M; Ahlswede, E; Jackson, P; Powalla, M; Schaefer, S; Rienaecker, M; Wietler, T; Peibst, R; Lemmer, U; Richards, BS; Paetzold, UW. 2020. ADVANCED FUNCTIONAL MATERIALS."
Flexible all-perovskite tandem solar cells approaching 25% efficiency with molecule-bridged hole-selective contact,25.7,tandem,2022,"Flexible all-perovskite tandem solar cells approaching 25% efficiency with molecule-bridged hole-selective contact. Li, LD; Wang, YR; Wang, XY; Lin, RX; Luo, X; Liu, Z; Zhou, K; Xiong, SB; Bao, QY; Chen, G; Tian, YX; Deng, Y; Xiao, K; Wu, JL; Saidaminov, MI; Lin, HZ; Ma, CQ; Zhao, ZS; Wu, YJ; Zhang, LJ; Tan, HR. 2022. NATURE ENERGY."
Efficient tandem solar cells with solution-processed perovskite on textured crystalline silicon,25.7,tandem,2020,"Efficient tandem solar cells with solution-processed perovskite on textured crystalline silicon. Hou, Y; Aydin, E; De Bastiani, M; Xiao, CX; Isikgor, FH; Xue, DJ; Chen, B; Chen, H; Bahrami, B; Chowdhury, AH; Johnston, A; Baek, SW; Huang, ZR; Wei, MY; Dong, YT; Troughton, J; Jalmood, R; Mirabelli, AJ; Allen, TG; Van Kerschaver, E; Saidaminov, MI; Baran, D; Qiao, QQ; Zhu, K; De Wolf, S; Sargent, EH. 2020. SCIENCE."
Improved Carrier Management via a Multifunctional Modifier for High-Quality Low-Bandgap Sn-Pb Perovskites and Efficient All-Perovskite Tandem Solar Cells,25.7,tandem,2023,"Improved Carrier Management via a Multifunctional Modifier for High-Quality Low-Bandgap Sn-Pb Perovskites and Efficient All-Perovskite Tandem Solar Cells. Luo, JC; He, R; Lai, HG; Chen, C; Zhu, JW; Xu, YL; Yao, F; Ma, TS; Luo, Y; Yi, ZJ; Jiang, YT; Gao, ZY; Wang, JC; Wang, WW; Huang, H; Wang, Y; Ren, SQ; Lin, QQ; Wang, CL; Fu, F; Zhao, DW. 2023. ADVANCED MATERIALS."
Buried Interface Strategies with Covalent Organic Frameworks for High-Performance Inverted Perovskite Solar Cells,25.68,tandem,2024,"Buried Interface Strategies with Covalent Organic Frameworks for High-Performance Inverted Perovskite Solar Cells. Yang, S; He, JD; Chen, ZH; Luo, H; Wei, JB; Wei, XY; Li, H; Chen, JD; Zhang, WF; Wang, JZ; Wang, S; Yu, G. 2024. ADVANCED MATERIALS."
Optimization of Charge Extraction and Interconnecting Layers for Highly Efficient Perovskite/Organic Tandem Solar Cells with High Fill Factor,25.56,tandem,2024,"Optimization of Charge Extraction and Interconnecting Layers for Highly Efficient Perovskite/Organic Tandem Solar Cells with High Fill Factor. Wu, X; Zhang, D; Liu, BZ; Wang, Y; Wang, X; Liu, Q; Gao, DP; Wang, N; Li, B; Wang, LN; Yu, ZX; Li, XT; Xiao, S; Li, N; Stolterfoht, M; Lin, YH; Yang, SF; Zeng, XC; Zhu, ZL. 2024. ADVANCED MATERIALS."
Carrier control in Sn-Pb perovskites via 2D cation engineering for all-perovskite tandem solar cells with improved efficiency and stability,25.5,tandem,2022,"Carrier control in Sn-Pb perovskites via 2D cation engineering for all-perovskite tandem solar cells with improved efficiency and stability. Tong, JH; Jiang, Q; Ferguson, AJ; Palmstrom, AF; Wang, XM; Hao, J; Dunfield, SP; Louks, AE; Harvey, SP; Li, CW; Lu, HP; France, RM; Johnson, SA; Zhang, F; Yang, MJ; Geisz, JF; McGehee, MD; Beard, MC; Yan, YF; Kuciauskas, D; Berry, JJ; Zhu, K. 2022. NATURE ENERGY."
Aluminum-Doped Indium Oxide Electron Transport Layer Grown by Atomic Layer Deposition: Highly Efficient and Damage-Resistant Interconnection Solution for All-Perovskite Tandem Solar Cells with 25.46% Efficiency,25.46,tandem,2024,"Aluminum-Doped Indium Oxide Electron Transport Layer Grown by Atomic Layer Deposition: Highly Efficient and Damage-Resistant Interconnection Solution for All-Perovskite Tandem Solar Cells with 25.46% Efficiency. Youn, PJ; Woo, MY; Won, JH; Im, JM; Lee, JH; Noh, JH; Han, JH. 2024. SMALL."
Composite electron transport layer for efficient N-I-P type monolithic perovskite/silicon tandem solar cells with high open-circuit voltage,25.42,tandem,2021,"Composite electron transport layer for efficient N-I-P type monolithic perovskite/silicon tandem solar cells with high open-circuit voltage. Chen, BB; Wang, PY; Li, RJ; Ren, NY; Chen, YL; Han, W; Yan, LL; Huang, Q; Zhang, DK; Zhao, Y; Zhang, XD. 2021. JOURNAL OF ENERGY CHEMISTRY."
Cross-linked hole transport layers for high-efficiency perovskite tandem solar cells,25.4,tandem,2021,"Cross-linked hole transport layers for high-efficiency perovskite tandem solar cells. Wang, YR; Gu, S; Liu, GL; Zhang, LP; Liu, Z; Lin, RX; Xiao, K; Luo, X; Shi, JH; Du, JL; Meng, FY; Li, LD; Liu, ZX; Tan, HR. 2021. SCIENCE CHINA-CHEMISTRY."
Grain Engineering for Perovskite/Silicon Monolithic Tandem Solar Cells with Efficiency of 25.4%,25.4,tandem,2019,"Grain Engineering for Perovskite/Silicon Monolithic Tandem Solar Cells with Efficiency of 25.4%. Chen, B; Yu, ZS; Liu, K; Zheng, XP; Liu, Y; Shi, JW; Spronk, D; Rudd, PN; Holman, Z; Huang, JS. 2019. JOULE."
Spectral Splitting Solar Cells Consisting of a Mesoscopic Wide-Bandgap Perovskite Solar Cell and an Inverted Narrow-Bandgap Perovskite Solar Cell,25.3,tandem,2023,"Spectral Splitting Solar Cells Consisting of a Mesoscopic Wide-Bandgap Perovskite Solar Cell and an Inverted Narrow-Bandgap Perovskite Solar Cell. Ito, K; Nonomura, K; Kan, R; Tada, K; Lin, CC; Kinoshita, T; Bessho, T; Uchida, S; Segawa, H. 2023. ACS OMEGA."
Oxidation-resistant all-perovskite tandem solar cells in substrate configuration,25.3,tandem,2023,"Oxidation-resistant all-perovskite tandem solar cells in substrate configuration. Wang, YR; Lin, RX; Wang, XY; Liu, CS; Ahmed, Y; Huang, ZL; Zhang, ZB; Li, HJ; Zhang, M; Gao, Y; Luo, HW; Wu, P; Gao, H; Zheng, XN; Li, MY; Liu, Z; Kong, WC; Li, LD; Liu, KH; Saidaminov, MI; Zhang, LJ; Tan, H. 2023. NATURE COMMUNICATIONS."
Acidity Control of Interface for Improving Stability of All-Perovskite Tandem Solar Cells,25.3,tandem,2023,"Acidity Control of Interface for Improving Stability of All-Perovskite Tandem Solar Cells. Zhou, J; Qiu, HH; Wen, TY; He, ZL; Zou, C; Shi, Y; Zhu, L; Chen, CC; Liu, G; Yang, S; Liu, F; Yang, ZB. 2023. ADVANCED ENERGY MATERIALS."
Redox mediator-stabilized wide-bandgap perovskites for monolithic perovskite-organic tandem solar cells,25.22,tandem,2024,"Redox mediator-stabilized wide-bandgap perovskites for monolithic perovskite-organic tandem solar cells. Wu, SF; Yan, YC; Yin, J; Jiang, K; Li, FZ; Zeng, ZX; Tsang, SW; Jen, AKY. 2024. NATURE ENERGY."
Slot-Die Coated Triple-Halide Perovskites for Efficient and Scalable Perovskite/Silicon Tandem Solar Cells,25.2,tandem,2022,"Slot-Die Coated Triple-Halide Perovskites for Efficient and Scalable Perovskite/Silicon Tandem Solar Cells. Xu, K; Al-Ashouri, A; Peng, ZW; Köhnen, E; Hempel, H; Akhundova, F; Marquez, JA; Tockhorn, P; Shargaieva, O; Ruske, F; Zhang, JH; Dagar, J; Stannowski, B; Unold, T; Abou-Ras, D; Unger, E; Korte, L; Albrecht, S. 2022. ACS ENERGY LETTERS."
Molecular Synergistic Effect for High Efficiency Monolithic Perovskite/Perovskite/Silicon Triple-Junction Tandem Solar Cells,25.2,tandem,2024,"Molecular Synergistic Effect for High Efficiency Monolithic Perovskite/Perovskite/Silicon Triple-Junction Tandem Solar Cells. Ye, TS; Qiao, L; Wang, T; Wang, PS; Zhang, L; Sun, RT; Kong, WY; Xu, ML; Yan, XL; Yang, J; Zhang, XY; Ma, LL; Yang, XD. 2024. ADVANCED ENERGY MATERIALS."
Fully textured monolithic perovskite/silicon tandem solar cells with 25.2% power conversion efficiency,25.2,tandem,2018,"Fully textured monolithic perovskite/silicon tandem solar cells with 25.2% power conversion efficiency. Sahli, F; Werner, J; Kamino, BA; Bräuninger, M; Monnard, R; Paviet-Salomon, B; Barraud, L; Ding, L; Leon, JJD; Sacchetto, D; Cattaneo, G; Despeisse, M; Boccard, M; Nicolay, S; Jeangros, Q; Niesen, B; Ballif, C. 2018. NATURE MATERIALS."
Infrared Light Management Using a Nanocrystalline Silicon Oxide Interlayer in Monolithic Perovskite/Silicon Heterojunction Tandem Solar Cells with Efficiency above 25%,25.2,tandem,2019,"Infrared Light Management Using a Nanocrystalline Silicon Oxide Interlayer in Monolithic Perovskite/Silicon Heterojunction Tandem Solar Cells with Efficiency above 25%. Mazzarella, L; Lin, YH; Kirner, S; Morales-Vilches, AB; Korte, L; Albrecht, S; Crossland, E; Stannowski, B; Case, C; Snaith, HJ; Schlatmann, R. 2019. ADVANCED ENERGY MATERIALS."
Wide-Bandgap Perovskite/Gallium Arsenide Tandem Solar Cells,25.19,tandem,2020,"Wide-Bandgap Perovskite/Gallium Arsenide Tandem Solar Cells. Li, Z; Kim, TH; Han, SY; Yun, YJ; Jeong, S; Jo, B; Ok, SA; Yim, W; Lee, SH; Kim, K; Moon, S; Park, JY; Ahn, TK; Shin, H; Lee, J; Park, HJ. 2020. ADVANCED ENERGY MATERIALS."
Stabilizing efficient wide-bandgap perovskite in perovskite-organic tandem solar cells,25.13,tandem,2024,"Stabilizing efficient wide-bandgap perovskite in perovskite-organic tandem solar cells. Guo, X; Jia, ZR; Liu, SC; Guo, RJ; Jiang, FY; Shi, YW; Dong, ZJ; Luo, R; Wang, YD; Shi, ZJ; Li, J; Chen, JX; Lee, LK; Müller-Buschbaum, P; Ginger, DS; Paterson, DJ; Hou, Y. 2024. JOULE."
Amorphous CdO-In<sub>2</sub>O<sub>3</sub> Electrode for Perovskite-Based Bifacial and Tandem Photovoltaic Technologies with High Energy Production,25.12,tandem,2022,"Amorphous CdO-In<sub>2</sub>O<sub>3</sub> Electrode for Perovskite-Based Bifacial and Tandem Photovoltaic Technologies with High Energy Production. Cheng, YH; Zeng, ZX; Liu, TY; Wang, Y; Rodríguez-Gallegos, CD; Liu, HH; Liu, XX; Thway, M; Khup, D; Khaing, AM; Yu, KM; Tsang, SW; Lin, F. 2022. SOLAR RRL."
25.1% High-Efficiency Monolithic Perovskite Silicon Tandem Solar Cell with a High Bandgap Perovskite Absorber,25.1,tandem,2020,"25.1% High-Efficiency Monolithic Perovskite Silicon Tandem Solar Cell with a High Bandgap Perovskite Absorber. Schulze, PSC; Bett, AJ; Bivour, M; Caprioglio, P; Gerspacher, FM; Kabakl, ÖS; Richter, A; Stolterfoht, M; Zhang, QX; Neher, D; Hermle, M; Hillebrecht, H; Glunz, SW; Goldschmidt, JC. 2020. SOLAR RRL."
Halide homogenization for low energy loss in 2-eV-bandgap perovskites and increased efficiency in all-perovskite triple-junction solar cells,25.1,tandem,2024,"Halide homogenization for low energy loss in 2-eV-bandgap perovskites and increased efficiency in all-perovskite triple-junction solar cells. Wang, JK; Zeng, LW; Zhang, D; Maxwell, A; Chen, H; Datta, K; Caiazzo, A; Remmerswaal, WHM; Schipper, NRM; Chen, ZH; Ho, KV; Dasgupta, A; Kusch, G; Ollearo, R; Bellini, L; Hu, SF; Wang, ZW; Li, CW; Teale, S; Grater, L; Chen, B; Wienk, MM; Oliver, RA; Snaith, HJ; Janssen, RAJ; Sargent, EH. 2024. NATURE ENERGY."
Shunt mitigation toward efficient large-area perovskite-silicon tandem solar cells,25.1,tandem,2023,"Shunt mitigation toward efficient large-area perovskite-silicon tandem solar cells. Yang, G; Yu, ZJ; Wang, MR; Shi, ZF; Ni, ZY; Jiao, HY; Fei, CB; Wood, A; Alasfour, A; Chen, B; Holman, ZC; Huang, JS. 2023. CELL REPORTS PHYSICAL SCIENCE."
Surface Terminated 3D/2D Heterojunction Enables Efficient and Stable Perovskite Solar Cells,25.09,tandem,2024,"Surface Terminated 3D/2D Heterojunction Enables Efficient and Stable Perovskite Solar Cells. Ren, PH; Luo, GH; Zhang, LF; Geng, XH; Zhang, Y; Ling, XX; Zeng, JC; Wu, XP; Xu, LB; Lin, P; Yu, XG; Wang, P; Cui, C. 2024. ADVANCED FUNCTIONAL MATERIALS."
A highly-efficient concentrated perovskite solar cell-thermoelectric generator tandem system,25,tandem,2021,"A highly-efficient concentrated perovskite solar cell-thermoelectric generator tandem system. Zhou, YY; Chen, YN; Zhang, Q; Zhou, Y; Tai, MQ; Koumoto, K; Lin, H. 2021. JOURNAL OF ENERGY CHEMISTRY."
Highly Efficient Monolithic Perovskite/Perovskite/Silicon Triple-Junction Solar Cells,25,tandem,2024,"Highly Efficient Monolithic Perovskite/Perovskite/Silicon Triple-Junction Solar Cells. Li, FM; Wu, D; Shang, L; Xia, R; Zhang, HR; Huang, ZX; Gong, J; Mao, L; Zhang, H; Sun, YQ; Yang, T; Sun, XG; Feng, ZQ; Liu, MZ. 2024. ADVANCED MATERIALS."
Monolithic Two-Terminal Perovskite/CIS Tandem Solar Cells with Efficiency Approaching 25%,25,tandem,2022,"Monolithic Two-Terminal Perovskite/CIS Tandem Solar Cells with Efficiency Approaching 25%. Ruiz-Preciado, MA; Gota, F; Fassl, P; Hossain, IM; Singh, R; Laufer, F; Schackmar, F; Feeney, T; Farag, A; Allegro, I; Hu, H; Gharibzadeh, S; Nejand, BA; Gevaerts, VS; Simor, M; Bolt, PJ; Paetzold, UW. 2022. ACS ENERGY LETTERS."
Bromide complimented methylammonium-free wide bandgap perovskite solar modules with high efficiency and stability,25,tandem,2022,"Bromide complimented methylammonium-free wide bandgap perovskite solar modules with high efficiency and stability. Ma, XP; Pan, JY; Wang, YL; Gao, XM; Hu, M; Ku, ZL; Ma, YB; Huang, FZ; Cheng, YB; Lu, J. 2022. CHEMICAL ENGINEERING JOURNAL."
Minimizing electro-optical losses of ITO layers for monolithic perovskite silicon tandem solar cells,25,tandem,2023,"Minimizing electro-optical losses of ITO layers for monolithic perovskite silicon tandem solar cells. Kabakli, OS; Kox, J; Tutsch, L; Heydarian, M; Bett, AJ; Lange, S; Fischer, O; Hagendorf, C; Bivour, M; Hermle, M; Schulze, PSC; Goldschmidt, JC. 2023. SOLAR ENERGY MATERIALS AND SOLAR CELLS."
Efficient bifacial monolithic perovskite/silicon tandem solar cells via bandgap engineering,25,tandem,2021,"Efficient bifacial monolithic perovskite/silicon tandem solar cells via bandgap engineering. De Bastiani, M; Mirabelli, AJ; Hou, Y; Gota, F; Aydin, E; Allen, TG; Troughton, J; Subbiah, AS; Isikgor, FH; Liu, J; Xu, LJ; Chen, B; Van Kerschaver, E; Baran, D; Fraboni, B; Salvador, MF; Paetzold, UW; Sargent, EH; De Wolf, S. 2021. NATURE ENERGY."
In<sub>2</sub>O<sub>3</sub>:H-Based Hole-Transport-Layer-Free Tin/Lead Perovskite Solar Cells for Efficient Four-Terminal All-Perovskite Tandem Solar Cells,24.8,tandem,2021,"In<sub>2</sub>O<sub>3</sub>:H-Based Hole-Transport-Layer-Free Tin/Lead Perovskite Solar Cells for Efficient Four-Terminal All-Perovskite Tandem Solar Cells. Moghadamzadeh, S; Hossain, IM; Loy, M; Ritzer, DB; Hu, H; Hauschild, D; Mertens, A; Becker, JP; Haghighirad, AA; Ahlswede, E; Weinhardt, L; Lemmer, U; Nejand, BA; Paetzold, UW. 2021. ACS APPLIED MATERIALS & INTERFACES."
Sn-Pb Mixed Perovskites with Fullerene-Derivative Interlayers for Efficient Four-Terminal All-Perovskite Tandem Solar Cells,24.8,tandem,2022,"Sn-Pb Mixed Perovskites with Fullerene-Derivative Interlayers for Efficient Four-Terminal All-Perovskite Tandem Solar Cells. Hu, H; Moghadamzadeh, S; Azmi, R; Li, Y; Kaiser, M; Fischer, JC; Jin, QH; Maibach, J; Hossain, IM; Paetzold, UW; Nejand, BA. 2022. ADVANCED FUNCTIONAL MATERIALS."
Surface-functionalized hole-selective monolayer for high efficiency single-junction wide-bandgap and monolithic tandem perovskite solar cells,24.66,tandem,2024,"Surface-functionalized hole-selective monolayer for high efficiency single-junction wide-bandgap and monolithic tandem perovskite solar cells. Vidyasagar, D; Yun, Y; Cho, JY; Lee, H; Kim, KW; Kim, YT; Yang, SW; Jung, J; Choi, WC; Kim, S; Gunasekaran, RK; Kang, SB; Heo, K; Kim, DH; Heo, J; Lee, SW. 2024. JOURNAL OF ENERGY CHEMISTRY."
Co-Evaporated Formamidinium Lead Iodide Based Perovskites with 1000 h Constant Stability for Fully Textured Monolithic Perovskite/Silicon Tandem Solar Cells,24.6,tandem,2021,"Co-Evaporated Formamidinium Lead Iodide Based Perovskites with 1000 h Constant Stability for Fully Textured Monolithic Perovskite/Silicon Tandem Solar Cells. Ross, M; Severin, S; Stutz, MB; Wagner, P; Köbler, H; Favin-Lévêque, M; Al-Ashouri, A; Korb, P; Tockhorn, P; Abate, A; Stannowski, B; Rech, B; Albrecht, S. 2021. ADVANCED ENERGY MATERIALS."
High-Mobility In<sub>2</sub>O<sub>3</sub>:H Electrodes for Four-Terminal Perovskite/CuInSe<sub>2</sub> Tandem Solar Cells,24.6,tandem,2020,"High-Mobility In<sub>2</sub>O<sub>3</sub>:H Electrodes for Four-Terminal Perovskite/CuInSe<sub>2</sub> Tandem Solar Cells. Jiang, Y; Feurer, T; Carron, R; Sevilla, GT; Moser, T; Pisoni, S; Erni, R; Rossell, MD; Ochoa, M; Hertwig, R; Tiwari, AN; Fu, F. 2020. ACS NANO."
Crystallization Modulation and Holistic Passivation Enables Efficient Two-Terminal Perovskite/CuIn(Ga)Se<sub>2</sub> Tandem Solar Cells,24.6,tandem,2025,"Crystallization Modulation and Holistic Passivation Enables Efficient Two-Terminal Perovskite/CuIn(Ga)Se<sub>2</sub> Tandem Solar Cells. Geng, C; Zhang, KX; Wang, CH; Wu, CH; Jiang, JW; Long, F; Han, LY; Han, QF; Cheng, YB; Peng, Y. 2025. NANO-MICRO LETTERS."
Highly Efficient Perovskite/Organic Tandem Solar Cells Enabled by Mixed-Cation Surface Modulation,24.47,tandem,2023,"Highly Efficient Perovskite/Organic Tandem Solar Cells Enabled by Mixed-Cation Surface Modulation. Wang, X; Zhang, D; Liu, BZ; Wu, X; Jiang, XF; Zhang, SF; Wang, Y; Gao, DP; Wang, LN; Wang, HL; Huang, ZM; Xie, XF; Chen, T; Xiao, ZG; He, QY; Xiao, S; Zhu, ZL; Yang, SF. 2023. ADVANCED MATERIALS."
